site,url,status,x-frame-options,frame-ancestors,notes
"apache.org",200,"","'none'",""
"variety.com",200,"","'none'",""
"id.wikipedia.org",200,"","",""
"marca.com",200,"","",""
"sputniknews.com",200,"","",""
"hp.com",503,"SAMEORIGIN, SAMEORIGIN, SAMEORIGIN","",""
"mailchimp.com",200,"SAMEORIGIN","",""
"disqus.com",200,"","",""
"files.wordpress.com",200,"SAMEORIGIN","",""
"tripadvisor.com",200,"","",""
"cornell.edu",200,"","",""
"planalto.gov.br",200,"","'self'",""
"nytimes.com",200,"DENY","",""
"search.yahoo.com",200,"DENY","'none'",""
"gsmarena.com",200,"","'self' *.gsmarena.com",""
"europapress.es",200,"","",""
"yandex.ru",200,"","'self' https://*.cu.dzen.ru https://backwoods.yandex-team.ru https://dzen.ru https://*.dzen.ru https://iframe-toloka.com https://metrika.yandex.ru https://webvisor.com https://sq2.go.mail.ru https://toloka.yandex.com https://toloka.yandex.ru https://yang.yandex-team.ru https://*.webvisor.com http://*.webvisor.com http://webvisor.com",""
"buydomains.com",ERR,"","","TypeError: fetch failed"
"tiktok.com",ERR,"","","TypeError: fetch failed"
"bloomberg.com",200,"","'self' http://*.bloomberg.com https://*.bloomberg.com",""
"abc.es",200,"","",""
"gofundme.com",200,"","",""
"kakao.com",200,"","",""
"depositfiles.com",200,"SAMEORIGIN","depositfiles.com *.depositfiles.com depositfiles.org *.depositfiles.org dfiles.eu *.dfiles.eu dfiles.com *.dfiles.com",""
"nba.com",200,"sameorigin","",""
"wired.com",200,"","",""
"cdc.gov",200,"","",""
"amazon.de",200,"SAMEORIGIN","",""
"sony.com",403,"SAMEORIGIN","",""
"goo.gl",400,"SAMEORIGIN","",""
"20minutos.es",200,"sameorigin","",""
"reuters.com",401,"","'self'",""
"m.me",400,"DENY","",""
"news.yahoo.com",200,"SAMEORIGIN","'self' https://*.builtbygirls.com https://*.rivals.com https://*.engadget.com https://*.intheknow.com https://*.autoblog.com https://*.techcrunch.com https://*.yahoo.com https://*.aol.com https://*.huffingtonpost.com https://*.oath.com https://*.search.yahoo.com https://*.pnr.ouryahoo.com https://pnr.ouryahoo.com https://*.search.aol.com https://*.search.huffpost.com https://*.onesearch.com https://*.verizonmedia.com https://*.publishing.oath.com https://*.autoblog.com",""
"w3.org",200,"","'self' https://cms.w3.org/ https://cms-dev.w3.org/",""
"fifa.com",200,"SAMEORIGIN","'self' https://apps.monterosa.cloud https://mtsa-blog.fifa.com",""
"theatlantic.com",200,"","",""
"scholastic.com",200,"sameorigin","",""
"amazon.com",200,"","",""
"whatsapp.com",400,"DENY","",""
"stackoverflow.com",200,"SAMEORIGIN","'self' https://stackexchange.com",""
"theverge.com",200,"","https://platform.theverge.com https://*.theverge.com https://platform.theverge.com https://*.theverge.com 'self'",""
"smh.com.au",200,"sameorigin","'self' *.ffxblue.com.au *.ffx.io *.smh.com.au *.theage.com.au *.brisbanetimes.com.au *.watoday.com.au *.cdn.ampproject.org *.platform.ink",""
"deezer.com",200,"SAMEORIGIN","",""
"video.google.com",200,"SAMEORIGIN","",""
"google.co.jp",200,"SAMEORIGIN","",""
"statista.com",200,"DENY","'none'",""
"springer.com",200,"","",""
"drive.google.com",403,"","",""
"www.yahoo.com",200,"SAMEORIGIN","'self' https://*.builtbygirls.com https://*.rivals.com https://*.engadget.com https://*.intheknow.com https://*.autoblog.com https://*.techcrunch.com https://*.yahoo.com https://*.aol.com https://*.huffingtonpost.com https://*.oath.com https://*.search.yahoo.com https://*.pnr.ouryahoo.com https://pnr.ouryahoo.com https://*.search.aol.com https://*.search.huffpost.com https://*.onesearch.com https://*.verizonmedia.com https://*.publishing.oath.com https://*.autoblog.com",""
"pinterest.fr",200,"SAMEORIGIN","'self' , script-src 'self' blob: 'unsafe-inline' *.pinimg.com *.pinterest.com *.adyen.com js.dlocal.com js-sandbox.dlocal.com static-sandbox.dlocal.com static.dlocal.com *.adyenpayments.com 'report-sample' *.google.com connect.facebook.net *.google-analytics.com *.facebook.com *.googleadservices.com *.doubleclick.net *.googletagmanager.com radar.cedexis.com *.cedexis-test.com www.gstatic.com/recaptcha/ www.gstatic.cn/recaptcha/ www.recaptcha.net https://pinterest-api.arkoselabs.com/ api.sardine.ai api.sandbox.sardine.ai 'wasm-unsafe-eval' js.basistheory.com 3ds.basistheory.com",""
"accounts.google.com",403,"","",""
"alibaba.com",200,"deny","",""
"photos1.blogger.com",404-NOTFOUND,"","",""
"google.de",200,"SAMEORIGIN","",""
"yelp.com",200,"","",""
"washingtonpost.com",200,"SAMEORIGIN","",""
"apnews.com",200,"","'self' https://cms.apnews.com/",""
"sfgate.com",200,"","",""
"search.google.com",200,"SAMEORIGIN","",""
"yadi.sk",200,"","self",""
"cnet.com",200,"","",""
"plus.google.com",200,"","",""
"mediafire.com",200,"SAMEORIGIN","*.mediafire.com",""
"scribd.com",200,"SAMEORIGIN","'self'",""
"google.ca",200,"SAMEORIGIN","",""
"www.gov.uk",200,"ALLOWALL","'self' *.publishing.service.gov.uk www.gov.uk *.dev.gov.uk",""
"www.canalblog.com",200,"DENY","",""
"softonic.com",200,"SAMEORIGIN","",""
"www.gov.br",403,"DENY","'self'",""
"alicdn.com",ERR,"","","TypeError: fetch failed"
"4shared.com",200,"","",""
"aol.com",200,"SAMEORIGIN","",""
"justjared.com",200,"","",""
"uol.com.br",ERR,"","","TypeError: fetch failed"
"lefigaro.fr",200,"sameorigin","",""
"maps.google.com",200,"SAMEORIGIN","",""
"weather.com",200,"SAMEORIGIN","",""
"dan.com",200,"","",""
"radiofrance.fr",200,"SAMEORIGIN","'self'",""
"sky.com",200,"SAMEORIGIN","'self'",""
"independent.co.uk",200,"SAMEORIGIN","https:",""
